CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,BalanceSalaryRatio,HighProductDensity,EngagementProductInteraction,AgeTenureInteraction,Geography_Germany,Geography_Spain,Gender_Male
1.0585679962327537,1.7150864751417092,0.6847228671904925,-1.2260588112551243,-0.9102564852985486,1,0,1.0420839163089097,-0.03492675203135649,0,-0.9086076523680435,1.5805888333620155,False,False,True
0.9136260470676537,-0.6599354738591133,-0.6962018035157382,0.41328769048473846,-0.9102564852985486,1,0,-0.6235563523471637,-0.02172159354440245,0,-0.9086076523680435,-0.7703406120564046,True,False,True
1.079273988970625,-0.1849310840589488,-1.7318953065454112,0.601687477508064,0.8088303613464911,1,1,0.3081277876179915,-0.02690280448161674,0,1.3905735018133094,-1.5151895452582802,True,False,False
-0.9292073066029032,-0.1849310840589488,-0.005739468162622887,-1.2260588112551243,0.8088303613464911,1,0,-0.29019914025725074,-0.03492675203135649,0,-0.9086076523680435,-0.07980358023383231,False,False,True
0.4270352177276753,0.955079451461446,0.33949169951393476,0.5483183246869626,0.8088303613464911,0,1,0.13504223619953618,-0.026417860332866073,0,1.3905735018133094,0.765910312672464,True,False,True
0.08538633755279673,-0.0899302060989159,1.3751852025436078,-1.2260588112551243,0.8088303613464911,1,1,0.5769664039622224,-0.03492675203135649,0,1.3905735018133094,1.1383347792734018,False,False,False
1.3588048909318895,-0.46993371793904753,1.3751852025436078,-1.2260588112551243,-0.9102564852985486,1,0,1.4527825105196757,-0.03492675203135649,0,-0.9086076523680435,0.8590164293226985,False,False,True
-1.0845022521369387,-1.4199424975393766,1.0299540348670502,1.2832509502453369,-0.9102564852985486,1,1,0.4474014051992643,-0.02461223559362287,0,0.240982924722633,-0.02549167885452888,False,False,True
1.0896269853395608,0.1950724277811828,-1.0414329711922958,0.7714237918457862,0.8088303613464911,0,1,-0.918128276754893,-0.013066657862824047,0,1.3905735018133094,-0.8789644148150114,True,False,True
0.35456424314512525,-0.46993371793904753,0.33949169951393476,0.11048596853883887,-0.9102564852985486,0,0,-1.5709946498065963,0.03635614556770052,0,-0.9086076523680435,0.06761443779570558,False,True,True
-1.2397971976709745,1.3350829633015777,-0.005739468162622887,0.8228370281392013,-0.9102564852985486,1,0,0.7285805253324275,-0.02746423414302832,0,-0.9086076523680435,0.5409038641010641,False,False,False
-0.9395603029718389,-0.7549363518191462,-0.6962018035157382,0.6221688209097976,-0.9102564852985486,1,0,-1.0452199420376103,-0.010997719921212262,0,-0.9086076523680435,-0.7936171412189631,False,False,False
0.8515080688540395,-0.7549363518191462,1.3751852025436078,0.41588134655813647,-0.9102564852985486,1,1,0.27403503100907484,-0.027596462030851483,0,0.240982924722633,0.6495276668596709,False,True,False
0.24068128308683243,-1.1349398636592778,-0.35097063583918053,0.5648128729472812,-0.9102564852985486,0,1,-1.3553559016904304,0.006976881275707939,0,0.240982924722633,-0.6772344954061701,True,False,False
-0.06990860798123896,-0.1849310840589488,1.3751852025436078,-1.2260588112551243,0.8088303613464911,1,1,-0.05734979356359092,-0.03492675203135649,0,1.3905735018133094,1.068505191785726,False,True,True
0.4580942068344824,-0.6599354738591133,1.3751852025436078,-1.2260588112551243,2.5279172079915306,0,1,-1.0674234299572694,-0.03492675203135649,1,2.540164078903986,0.7193572543473468,False,True,True
1.0275090071259465,0.2900733057412157,1.0299540348670502,1.2111939259440312,0.8088303613464911,1,0,-0.5413326657520212,-0.016641563968944457,0,-0.9086076523680435,1.0917817209482845,True,False,True
1.0689209926016894,-0.3749328399790146,0.33949169951393476,0.3564267812231974,0.8088303613464911,0,1,0.11138771434319664,-0.027241079951902475,0,1.3905735018133094,0.1141674961208228,True,False,True
0.9653910289123323,-0.46993371793904753,-0.6962018035157382,-1.2260588112551243,0.8088303613464911,1,0,-1.2643384505861321,-0.03492675203135649,0,-0.9086076523680435,-0.7237875537312873,False,True,True
-0.6496764046416389,-1.6099442534594424,1.3751852025436078,-0.1477253510906093,-0.9102564852985486,1,1,1.112894337534088,-0.03152839170617621,0,0.240982924722633,0.02106137947058835,False,True,False
0.4684472032034181,0.4800750616612815,1.0299540348670502,1.372569961208181,-0.9102564852985486,0,0,-0.4215540789478701,-0.017202639783381712,0,-0.9086076523680435,1.215923209815264,False,False,True
1.2759809199804037,1.2400820853415448,-1.0414329711922958,-0.3178308577150511,-0.9102564852985486,1,0,0.23609116509760217,-0.03079417819185527,0,-0.9086076523680435,-0.7082698676229149,False,False,False
0.5512711741549038,-0.7549363518191462,-1.7318953065454112,-1.2260588112551243,0.8088303613464911,1,0,1.4530837409089827,-0.03492675203135649,0,-0.9086076523680435,-1.5151895452582802,False,False,True
0.7479781051646823,0.8600785735014131,0.6847228671904925,-1.2260588112551243,0.8088303613464911,1,1,0.8889308512647864,-0.03492675203135649,0,1.3905735018133094,1.0917817209482845,False,False,True
-1.188032215826296,0.6700768175813473,-1.3866641388688534,-0.17091672639525038,-0.9102564852985486,1,0,-0.67390979398397,-0.026025829685563228,0,-0.9086076523680435,-1.1582827647657148,False,False,True
0.41668222135873956,-0.3749328399790146,0.33949169951393476,-1.2260588112551243,0.8088303613464911,0,1,1.365868909212494,-0.03492675203135649,0,1.3905735018133094,0.1141674961208228,False,True,True
-0.4115574881561175,0.10007154982114991,0.6847228671904925,0.8363923242420753,0.8088303613464911,1,0,-1.5632120216997645,0.07021656523385279,0,-0.9086076523680435,0.6572865099138572,True,False,False
0.41668222135873956,-0.8499372297791791,0.6847228671904925,0.39889721722195054,0.8088303613464911,0,0,0.9907048610709884,-0.029576527889048243,0,-0.9086076523680435,0.1141674961208228,True,False,True
0.08538633755279673,-0.46993371793904753,1.3751852025436078,0.9323449180053428,0.8088303613464911,1,0,1.3797385889267622,-0.028706462645944716,0,-0.9086076523680435,0.8590164293226985,True,False,True
0.6237421487374538,-0.944938107739212,1.3751852025436078,-1.2260588112551243,0.8088303613464911,0,1,-1.6831228219579368,-0.03492675203135649,0,1.3905735018133094,0.5098684918843193,False,False,False
-0.9499132993407745,-1.4199424975393766,-0.6962018035157382,0.6157278601720104,-0.9102564852985486,1,0,-0.2413992939172362,-0.023875335183351692,0,-0.9086076523680435,-0.9565528453568735,False,True,True
0.6755071305821324,0.4800750616612815,-0.6962018035157382,0.5320714562955173,-0.9102564852985486,1,0,-1.2626416531181641,-0.0017867108604935837,0,-0.9086076523680435,-0.49102226210570116,False,False,False
-0.7014413864863175,0.8600785735014131,-0.6962018035157382,0.23861575682873173,-0.9102564852985486,1,0,-0.6926964885648109,-0.02234937951914734,0,-0.9086076523680435,-0.3979161454554667,False,False,True
-0.5979114227969603,0.1950724277811828,0.33949169951393476,-1.2260588112551243,-0.9102564852985486,1,0,-0.6028122707201121,-0.03492675203135649,0,-0.9086076523680435,0.3934858460715262,False,False,False
1.7936307384271895,2.000089109021808,1.0299540348670502,0.9289032433011889,2.5279172079915306,0,0,0.9299480694979693,-0.02766997825137862,1,-0.9086076523680435,2.2090551207510982,True,False,True
-0.8670893283892889,0.8600785735014131,-0.6962018035157382,-1.2260588112551243,-0.9102564852985486,1,0,-0.7738910730772014,-0.03492675203135649,0,-0.9086076523680435,-0.3979161454554667,False,False,False
-1.0223842739233246,-0.5649345958990805,-0.005739468162622887,1.0361519974093776,-0.9102564852985486,0,1,-1.5490482629835434,0.07182553249591303,0,0.240982924722633,-0.2349804413175564,False,False,True
-0.898148317496096,-1.1349398636592778,0.33949169951393476,-1.2260588112551243,-0.9102564852985486,0,0,-1.6031500781387122,-0.03492675203135649,0,-0.9086076523680435,-0.25825697048011503,False,False,False
1.0896269853395608,0.2900733057412157,1.3751852025436078,-1.2260588112551243,0.8088303613464911,1,0,-1.117315171049492,-0.03492675203135649,0,-0.9086076523680435,1.4176531292241052,False,False,False
0.8515080688540395,-0.6599354738591133,-0.005739468162622887,-1.2260588112551243,0.8088303613464911,1,0,0.556313894978128,-0.03492675203135649,0,-0.9086076523680435,-0.27377465658848743,False,True,False
